expression,meaning,example,domain
era*grd,era fused with gradual,era*grd = era fused with gradual,temporal
era*gro,era fused with growth,era*gro = era fused with growth,temporal
era*has,era fused with haste,era*has = era fused with haste,temporal
era*las,era fused with last,era*las = era fused with last,temporal
era*lon,era fused with long,era*lon = era fused with long,temporal
era*mid,era fused with middle,era*mid = era fused with middle,temporal
era*mom,era fused with moment,era*mom = era fused with moment,temporal
era*nev,era fused with never,era*nev = era fused with never,temporal
era*now,era fused with present,era*now = era fused with present,temporal
era*oft,era fused with often,era*oft = era fused with often,temporal
era*old,old era,era*old = old era,temporal
era*onc,era fused with once,era*onc = era fused with once,temporal
era*pas,era fused with past,era*pas = era fused with past,temporal
era*pha,era fused with phase,era*pha = era fused with phase,temporal
era*rar,era fused with rare,era*rar = era fused with rare,temporal
era*seq,era fused with sequence,era*seq = era fused with sequence,temporal
era*sta,era fused with stability,era*sta = era fused with stability,temporal
era*tra,era fused with transformation,era*tra = era fused with transformation,temporal
era*unt,era fused with until,era*unt = era fused with until,temporal
era*urg,era fused with urgent,era*urg = era fused with urgent,temporal
era*yet,era fused with yet,era*yet = era fused with yet,temporal
era^-0.5,inverse era (degree -0.5),era^-0.5 = inverse era (degree -0.5),temporal
era^-1.0,inverse era (degree -1.0),era^-1.0 = inverse era (degree -1.0),temporal
era^0.1,barely era,era^0.1 = barely era,temporal
era^0.2,slightly era,era^0.2 = slightly era,temporal
era^0.3,somewhat era,era^0.3 = somewhat era,temporal
era^0.4,fairly-light era,era^0.4 = fairly-light era,temporal
era^0.5,moderately era,era^0.5 = moderately era,temporal
era^0.6,quite era,era^0.6 = quite era,temporal
era^0.7,fairly era,era^0.7 = fairly era,temporal
era^0.8,very era,era^0.8 = very era,temporal
era^0.9,extremely era,era^0.9 = extremely era,temporal
era^1.0,absolutely era,era^1.0 = absolutely era,temporal
evo*evo,evolution of evolution,evo*evo = evolution of evolution,temporal
evo*fir,evolution fused with first,evo*fir = evolution fused with first,temporal
evo*fut,evolution fused with future,evo*fut = evolution fused with future,temporal
evo*grd,evolution fused with gradual,evo*grd = evolution fused with gradual,temporal
evo*gro,evolution fused with growth,evo*gro = evolution fused with growth,temporal
evo*has,evolution fused with haste,evo*has = evolution fused with haste,temporal
evo*las,evolution fused with last,evo*las = evolution fused with last,temporal
evo*lon,evolution fused with long,evo*lon = evolution fused with long,temporal
evo*mid,evolution fused with middle,evo*mid = evolution fused with middle,temporal
evo*mom,evolution fused with moment,evo*mom = evolution fused with moment,temporal
evo*nev,evolution fused with never,evo*nev = evolution fused with never,temporal
evo*new,new evolution,evo*new = new evolution,temporal
evo*now,evolution fused with present,evo*now = evolution fused with present,temporal
evo*oft,evolution fused with often,evo*oft = evolution fused with often,temporal
evo*onc,evolution fused with once,evo*onc = evolution fused with once,temporal
evo*pas,evolution fused with past,evo*pas = evolution fused with past,temporal
evo*pha,evolution fused with phase,evo*pha = evolution fused with phase,temporal
evo*rar,evolution fused with rare,evo*rar = evolution fused with rare,temporal
evo*seq,evolution fused with sequence,evo*seq = evolution fused with sequence,temporal
evo*sta,evolution fused with stability,evo*sta = evolution fused with stability,temporal
evo*tra,evolution fused with transformation,evo*tra = evolution fused with transformation,temporal
evo*unt,evolution fused with until,evo*unt = evolution fused with until,temporal
evo*urg,evolution fused with urgent,evo*urg = evolution fused with urgent,temporal
evo*yet,evolution fused with yet,evo*yet = evolution fused with yet,temporal
evo^-0.5,inverse evolution (degree -0.5),evo^-0.5 = inverse evolution (degree -0.5),temporal
evo^-1.0,inverse evolution (degree -1.0),evo^-1.0 = inverse evolution (degree -1.0),temporal
evo^0.1,barely evolution,evo^0.1 = barely evolution,temporal
evo^0.2,slightly evolution,evo^0.2 = slightly evolution,temporal
evo^0.3,somewhat evolution,evo^0.3 = somewhat evolution,temporal
evo^0.4,fairly-light evolution,evo^0.4 = fairly-light evolution,temporal
evo^0.5,moderately evolution,evo^0.5 = moderately evolution,temporal
evo^0.6,quite evolution,evo^0.6 = quite evolution,temporal
evo^0.7,fairly evolution,evo^0.7 = fairly evolution,temporal
evo^0.7*tra^0.3,pronounced evolution with slight transformation,evo^0.7*tra^0.3 = pronounced evolution with slight transformation,temporal
evo^0.8,very evolution,evo^0.8 = very evolution,temporal
evo^0.9,extremely evolution,evo^0.9 = extremely evolution,temporal
evo^1.0,absolutely evolution,evo^1.0 = absolutely evolution,temporal
fir*fut,first fused with future,fir*fut = first fused with future,temporal
fir*grd,first fused with gradual,fir*grd = first fused with gradual,temporal
fir*gro,first fused with growth,fir*gro = first fused with growth,temporal
fir*has,first fused with haste,fir*has = first fused with haste,temporal
fir*las,first fused with last,fir*las = first fused with last,temporal
fir*lon,first fused with long,fir*lon = first fused with long,temporal
fir*mid,first fused with middle,fir*mid = first fused with middle,temporal
fir*mom,first fused with moment,fir*mom = first fused with moment,temporal
fir*nev,first fused with never,fir*nev = first fused with never,temporal
fir*now,first fused with present,fir*now = first fused with present,temporal
fir*oft,first fused with often,fir*oft = first fused with often,temporal
fir*onc,first fused with once,fir*onc = first fused with once,temporal
fir*pas,first fused with past,fir*pas = first fused with past,temporal
fir*pha,first fused with phase,fir*pha = first fused with phase,temporal
fir*rar,first fused with rare,fir*rar = first fused with rare,temporal
fir*seq,first fused with sequence,fir*seq = first fused with sequence,temporal
fir*sta,first fused with stability,fir*sta = first fused with stability,temporal
fir*tra,first fused with transformation,fir*tra = first fused with transformation,temporal
fir*unt,first fused with until,fir*unt = first fused with until,temporal
fir*urg,first fused with urgent,fir*urg = first fused with urgent,temporal
fir*yet,first fused with yet,fir*yet = first fused with yet,temporal
fir^-0.5,inverse first (degree -0.5),fir^-0.5 = inverse first (degree -0.5),temporal
fir^-1.0,inverse first (degree -1.0),fir^-1.0 = inverse first (degree -1.0),temporal
fir^0.1,barely first,fir^0.1 = barely first,temporal
fir^0.2,slightly first,fir^0.2 = slightly first,temporal
fir^0.3,somewhat first,fir^0.3 = somewhat first,temporal
fir^0.4,fairly-light first,fir^0.4 = fairly-light first,temporal
fir^0.5,moderately first,fir^0.5 = moderately first,temporal
fir^0.6,quite first,fir^0.6 = quite first,temporal
fir^0.7,fairly first,fir^0.7 = fairly first,temporal
fir^0.8,very first,fir^0.8 = very first,temporal
fir^0.9,extremely first,fir^0.9 = extremely first,temporal
fir^1.0,absolutely first,fir^1.0 = absolutely first,temporal
fut:(pas*now),future from past-present,fut:(pas*now) = future from past-present,temporal
fut\pas\now,pure future only,fut\pas\now = pure future only,temporal
fut*bad,negative future,fut*bad = negative future,temporal
fut*grd,future fused with gradual,fut*grd = future fused with gradual,temporal
fut*gro,future fused with growth,fut*gro = future fused with growth,temporal
fut*has,future fused with haste,fut*has = future fused with haste,temporal
fut*las,future fused with last,fut*las = future fused with last,temporal
fut*lon,future fused with long,fut*lon = future fused with long,temporal
fut*mid,future fused with middle,fut*mid = future fused with middle,temporal
fut*mom,future fused with moment,fut*mom = future fused with moment,temporal
fut*nev,future fused with never,fut*nev = future fused with never,temporal
fut*now,future fused with present,fut*now = future fused with present,temporal
fut*oft,future fused with often,fut*oft = future fused with often,temporal
fut*onc,future fused with once,fut*onc = future fused with once,temporal
fut*pas,future fused with past,fut*pas = future fused with past,temporal
fut*pha,future fused with phase,fut*pha = future fused with phase,temporal
fut*rar,future fused with rare,fut*rar = future fused with rare,temporal
fut*seq,future fused with sequence,fut*seq = future fused with sequence,temporal
fut*sta,future fused with stability,fut*sta = future fused with stability,temporal
fut*tra,future fused with transformation,fut*tra = future fused with transformation,temporal
fut*unt,future fused with until,fut*unt = future fused with until,temporal
fut*urg,future fused with urgent,fut*urg = future fused with urgent,temporal
fut*yet,future fused with yet,fut*yet = future fused with yet,temporal
fut^-0.5,inverse future (degree -0.5),fut^-0.5 = inverse future (degree -0.5),temporal
fut^-1.0,inverse future (degree -1.0),fut^-1.0 = inverse future (degree -1.0),temporal
fut^0.1,barely future,fut^0.1 = barely future,temporal
fut^0.2,slightly future,fut^0.2 = slightly future,temporal
fut^0.3,somewhat future,fut^0.3 = somewhat future,temporal
fut^0.4,fairly-light future,fut^0.4 = fairly-light future,temporal
fut^0.5,moderately future,fut^0.5 = moderately future,temporal
fut^0.6,quite future,fut^0.6 = quite future,temporal
fut^0.7,fairly future,fut^0.7 = fairly future,temporal
fut^0.8,very future,fut^0.8 = very future,temporal
fut^0.9,extremely future,fut^0.9 = extremely future,temporal
fut^0.9*pas^0.1,future-dominant present,fut^0.9*pas^0.1 = future-dominant present,temporal
fut^1.0,absolutely future,fut^1.0 = absolutely future,temporal
grd\acc\has,pure graduality only,grd\acc\has = pure graduality only,temporal
grd*col,cold gradualness,grd*col = cold gradualness,temporal
grd*gro,gradual fused with growth,grd*gro = gradual fused with growth,temporal
grd*has,gradual fused with haste,grd*has = gradual fused with haste,temporal
grd*las,gradual fused with last,grd*las = gradual fused with last,temporal
grd*lon,gradual fused with long,grd*lon = gradual fused with long,temporal
grd*mid,gradual fused with middle,grd*mid = gradual fused with middle,temporal
grd*mom,gradual fused with moment,grd*mom = gradual fused with moment,temporal
grd*nev,gradual fused with never,grd*nev = gradual fused with never,temporal
grd*now,gradual fused with present,grd*now = gradual fused with present,temporal
grd*oft,gradual fused with often,grd*oft = gradual fused with often,temporal
grd*onc,gradual fused with once,grd*onc = gradual fused with once,temporal
grd*pas,gradual fused with past,grd*pas = gradual fused with past,temporal
grd*pha,gradual fused with phase,grd*pha = gradual fused with phase,temporal
grd*rar,gradual fused with rare,grd*rar = gradual fused with rare,temporal
grd*seq,gradual fused with sequence,grd*seq = gradual fused with sequence,temporal
grd*sta,gradual fused with stability,grd*sta = gradual fused with stability,temporal
grd*tra,gradual fused with transformation,grd*tra = gradual fused with transformation,temporal
grd*unt,gradual fused with until,grd*unt = gradual fused with until,temporal
grd*urg,gradual fused with urgent,grd*urg = gradual fused with urgent,temporal
grd*yet,gradual fused with yet,grd*yet = gradual fused with yet,temporal
grd^-0.5,inverse gradual (degree -0.5),grd^-0.5 = inverse gradual (degree -0.5),temporal
grd^-1.0,inverse gradual (degree -1.0),grd^-1.0 = inverse gradual (degree -1.0),temporal
grd^0.1,barely gradual,grd^0.1 = barely gradual,temporal
grd^0.2,slightly gradual,grd^0.2 = slightly gradual,temporal
grd^0.3,somewhat gradual,grd^0.3 = somewhat gradual,temporal
grd^0.4,fairly-light gradual,grd^0.4 = fairly-light gradual,temporal
grd^0.5,moderately gradual,grd^0.5 = moderately gradual,temporal
grd^0.6,quite gradual,grd^0.6 = quite gradual,temporal
grd^0.7,fairly gradual,grd^0.7 = fairly gradual,temporal
grd^0.8,very gradual,grd^0.8 = very gradual,temporal
grd^0.9,extremely gradual,grd^0.9 = extremely gradual,temporal
grd^1.0,absolutely gradual,grd^1.0 = absolutely gradual,temporal
gro:(dec*sta),growth from decay-stability,gro:(dec*sta) = growth from decay-stability,temporal
gro ± dec,development direction (both/either),gro ± dec = development direction (both/either),temporal
gro*bea,beautiful growth,gro*bea = beautiful growth,temporal
gro*has,growth fused with haste,gro*has = growth fused with haste,temporal
gro*las,growth fused with last,gro*las = growth fused with last,temporal
gro*lon,growth fused with long,gro*lon = growth fused with long,temporal
gro*mid,growth fused with middle,gro*mid = growth fused with middle,temporal
gro*mom,growth fused with moment,gro*mom = growth fused with moment,temporal
gro*nev,growth fused with never,gro*nev = growth fused with never,temporal
gro*now,growth fused with present,gro*now = growth fused with present,temporal
gro*oft,growth fused with often,gro*oft = growth fused with often,temporal
gro*onc,growth fused with once,gro*onc = growth fused with once,temporal
gro*pas,growth fused with past,gro*pas = growth fused with past,temporal
gro*pha,growth fused with phase,gro*pha = growth fused with phase,temporal
gro*rar,growth fused with rare,gro*rar = growth fused with rare,temporal
gro*seq,growth fused with sequence,gro*seq = growth fused with sequence,temporal
gro*sta,growth fused with stability,gro*sta = growth fused with stability,temporal
gro*tra,growth fused with transformation,gro*tra = growth fused with transformation,temporal
gro*unt,growth fused with until,gro*unt = growth fused with until,temporal
gro*urg,growth fused with urgent,gro*urg = growth fused with urgent,temporal
gro*yet,growth fused with yet,gro*yet = growth fused with yet,temporal
gro@evo@tra@sta,development elements connected,gro@evo@tra@sta = development elements connected,temporal
gro^-0.5,inverse growth (degree -0.5),gro^-0.5 = inverse growth (degree -0.5),temporal
gro^-1.0,inverse growth (degree -1.0),gro^-1.0 = inverse growth (degree -1.0),temporal
gro^0.1,barely growth,gro^0.1 = barely growth,temporal
gro^0.2,slightly growth,gro^0.2 = slightly growth,temporal
gro^0.3,somewhat growth,gro^0.3 = somewhat growth,temporal
gro^0.4,fairly-light growth,gro^0.4 = fairly-light growth,temporal
gro^0.5,moderately growth,gro^0.5 = moderately growth,temporal
gro^0.6,quite growth,gro^0.6 = quite growth,temporal
gro^0.7,fairly growth,gro^0.7 = fairly growth,temporal
gro^0.8,very growth,gro^0.8 = very growth,temporal
gro^0.8*dec^0.2,strong growth with minimal decay,gro^0.8*dec^0.2 = strong growth with minimal decay,temporal
gro^0.9,extremely growth,gro^0.9 = extremely growth,temporal
gro^1.0,absolutely growth,gro^1.0 = absolutely growth,temporal
has\del\urg,unmodulated haste only,has\del\urg = unmodulated haste only,temporal
has ± del ± urg,complete tempo spectrum,has ± del ± urg = complete tempo spectrum,temporal
has*hot,hot haste,has*hot = hot haste,temporal
has*las,haste fused with last,has*las = haste fused with last,temporal
has*lon,haste fused with long,has*lon = haste fused with long,temporal
has*mid,haste fused with middle,has*mid = haste fused with middle,temporal
has*mom,haste fused with moment,has*mom = haste fused with moment,temporal
has*nev,haste fused with never,has*nev = haste fused with never,temporal
has*now,haste fused with present,has*now = haste fused with present,temporal
has*oft,haste fused with often,has*oft = haste fused with often,temporal
has*onc,haste fused with once,has*onc = haste fused with once,temporal
has*pas,haste fused with past,has*pas = haste fused with past,temporal
has*pha,haste fused with phase,has*pha = haste fused with phase,temporal
has*rar,haste fused with rare,has*rar = haste fused with rare,temporal
has*seq,haste fused with sequence,has*seq = haste fused with sequence,temporal
has*sta,haste fused with stability,has*sta = haste fused with stability,temporal
has*tra,haste fused with transformation,has*tra = haste fused with transformation,temporal
has*unt,haste fused with until,has*unt = haste fused with until,temporal
has*urg,haste fused with urgent,has*urg = haste fused with urgent,temporal
has*yet,haste fused with yet,has*yet = haste fused with yet,temporal
has^-0.5,inverse haste (degree -0.5),has^-0.5 = inverse haste (degree -0.5),temporal
has^-1.0,inverse haste (degree -1.0),has^-1.0 = inverse haste (degree -1.0),temporal
has^0.1,barely haste,has^0.1 = barely haste,temporal
has^0.2,slightly haste,has^0.2 = slightly haste,temporal
has^0.3,somewhat haste,has^0.3 = somewhat haste,temporal
has^0.4,fairly-light haste,has^0.4 = fairly-light haste,temporal
has^0.5,moderately haste,has^0.5 = moderately haste,temporal
has^0.6,quite haste,has^0.6 = quite haste,temporal
has^0.7,fairly haste,has^0.7 = fairly haste,temporal
has^0.8,very haste,has^0.8 = very haste,temporal
has^0.9,extremely haste,has^0.9 = extremely haste,temporal
has^0.9*del^0.1,intense haste with minimal delay,has^0.9*del^0.1 = intense haste with minimal delay,temporal
has^1.0,absolutely haste,has^1.0 = absolutely haste,temporal
las*lon,last fused with long,las*lon = last fused with long,temporal
las*mid,last fused with middle,las*mid = last fused with middle,temporal
las*mom,last fused with moment,las*mom = last fused with moment,temporal
las*nev,last fused with never,las*nev = last fused with never,temporal
las*now,last fused with present,las*now = last fused with present,temporal
las*oft,last fused with often,las*oft = last fused with often,temporal
las*onc,last fused with once,las*onc = last fused with once,temporal
las*pas,last fused with past,las*pas = last fused with past,temporal
las*pha,last fused with phase,las*pha = last fused with phase,temporal
las*rar,last fused with rare,las*rar = last fused with rare,temporal
las*seq,last fused with sequence,las*seq = last fused with sequence,temporal
las*sta,last fused with stability,las*sta = last fused with stability,temporal
las*tra,last fused with transformation,las*tra = last fused with transformation,temporal
las*unt,last fused with until,las*unt = last fused with until,temporal
las*urg,last fused with urgent,las*urg = last fused with urgent,temporal
las*yet,last fused with yet,las*yet = last fused with yet,temporal
las^-0.5,inverse last (degree -0.5),las^-0.5 = inverse last (degree -0.5),temporal
las^-1.0,inverse last (degree -1.0),las^-1.0 = inverse last (degree -1.0),temporal
las^0.1,barely last,las^0.1 = barely last,temporal
las^0.2,slightly last,las^0.2 = slightly last,temporal
las^0.3,somewhat last,las^0.3 = somewhat last,temporal
las^0.4,fairly-light last,las^0.4 = fairly-light last,temporal
las^0.5,moderately last,las^0.5 = moderately last,temporal
las^0.6,quite last,las^0.6 = quite last,temporal
las^0.7,fairly last,las^0.7 = fairly last,temporal
las^0.8,very last,las^0.8 = very last,temporal
las^0.9,extremely last,las^0.9 = extremely last,temporal
las^1.0,absolutely last,las^1.0 = absolutely last,temporal
lon\bre\mom,extreme duration only,lon\bre\mom = extreme duration only,temporal
lon ± dur ± mom ± bre,complete duration spectrum,lon ± dur ± mom ± bre = complete duration spectrum,temporal
lon*ful,full long,lon*ful = full long,temporal
lon*mid,long fused with middle,lon*mid = long fused with middle,temporal
lon*mom,long fused with moment,lon*mom = long fused with moment,temporal
lon*nev,long fused with never,lon*nev = long fused with never,temporal
lon*now,long fused with present,lon*now = long fused with present,temporal
lon*oft,long fused with often,lon*oft = long fused with often,temporal
lon*onc,long fused with once,lon*onc = long fused with once,temporal
lon*pas,long fused with past,lon*pas = long fused with past,temporal
lon*pha,long fused with phase,lon*pha = long fused with phase,temporal
lon*rar,long fused with rare,lon*rar = long fused with rare,temporal
lon*seq,long fused with sequence,lon*seq = long fused with sequence,temporal
lon*sta,long fused with stability,lon*sta = long fused with stability,temporal
lon*tra,long fused with transformation,lon*tra = long fused with transformation,temporal
lon*unt,long fused with until,lon*unt = long fused with until,temporal
lon*urg,long fused with urgent,lon*urg = long fused with urgent,temporal
lon*yet,long fused with yet,lon*yet = long fused with yet,temporal
lon@dur@mom@bre,duration spectrum connected,lon@dur@mom@bre = duration spectrum connected,temporal
lon^-0.5,inverse long (degree -0.5),lon^-0.5 = inverse long (degree -0.5),temporal
lon^-1.0,inverse long (degree -1.0),lon^-1.0 = inverse long (degree -1.0),temporal
lon^0.1,barely long,lon^0.1 = barely long,temporal
lon^0.2,slightly long,lon^0.2 = slightly long,temporal
lon^0.3,somewhat long,lon^0.3 = somewhat long,temporal
lon^0.4,fairly-light long,lon^0.4 = fairly-light long,temporal
lon^0.5,moderately long,lon^0.5 = moderately long,temporal
lon^0.6,quite long,lon^0.6 = quite long,temporal
lon^0.7,fairly long,lon^0.7 = fairly long,temporal
lon^0.8,very long,lon^0.8 = very long,temporal
lon^0.9,extremely long,lon^0.9 = extremely long,temporal
lon^0.9*bre^0.1,extreme duration contrast,lon^0.9*bre^0.1 = extreme duration contrast,temporal
lon^1.0,absolutely long,lon^1.0 = absolutely long,temporal
mid*mom,middle fused with moment,mid*mom = middle fused with moment,temporal
mid*nev,middle fused with never,mid*nev = middle fused with never,temporal
mid*now,middle fused with present,mid*now = middle fused with present,temporal
mid*oft,middle fused with often,mid*oft = middle fused with often,temporal
mid*onc,middle fused with once,mid*onc = middle fused with once,temporal
mid*pas,middle fused with past,mid*pas = middle fused with past,temporal
mid*pha,middle fused with phase,mid*pha = middle fused with phase,temporal
mid*rar,middle fused with rare,mid*rar = middle fused with rare,temporal
mid*seq,middle fused with sequence,mid*seq = middle fused with sequence,temporal
mid*sta,middle fused with stability,mid*sta = middle fused with stability,temporal
mid*tra,middle fused with transformation,mid*tra = middle fused with transformation,temporal
mid*unt,middle fused with until,mid*unt = middle fused with until,temporal
mid*urg,middle fused with urgent,mid*urg = middle fused with urgent,temporal
mid*yet,middle fused with yet,mid*yet = middle fused with yet,temporal
mid^-0.5,inverse middle (degree -0.5),mid^-0.5 = inverse middle (degree -0.5),temporal
mid^-1.0,inverse middle (degree -1.0),mid^-1.0 = inverse middle (degree -1.0),temporal
mid^0.1,barely middle,mid^0.1 = barely middle,temporal
mid^0.2,slightly middle,mid^0.2 = slightly middle,temporal
mid^0.3,somewhat middle,mid^0.3 = somewhat middle,temporal
mid^0.4,fairly-light middle,mid^0.4 = fairly-light middle,temporal
mid^0.5,moderately middle,mid^0.5 = moderately middle,temporal
mid^0.6,quite middle,mid^0.6 = quite middle,temporal
mid^0.7,fairly middle,mid^0.7 = fairly middle,temporal
mid^0.8,very middle,mid^0.8 = very middle,temporal
mid^0.9,extremely middle,mid^0.9 = extremely middle,temporal
mid^1.0,absolutely middle,mid^1.0 = absolutely middle,temporal
mom*nev,moment fused with never,mom*nev = moment fused with never,temporal
mom*now,moment fused with present,mom*now = moment fused with present,temporal
mom*oft,moment fused with often,mom*oft = moment fused with often,temporal
mom*onc,moment fused with once,mom*onc = moment fused with once,temporal
mom*pas,moment fused with past,mom*pas = moment fused with past,temporal
mom*pha,moment fused with phase,mom*pha = moment fused with phase,temporal
mom*rar,moment fused with rare,mom*rar = moment fused with rare,temporal
mom*seq,moment fused with sequence,mom*seq = moment fused with sequence,temporal
mom*sta,moment fused with stability,mom*sta = moment fused with stability,temporal
mom*tra,moment fused with transformation,mom*tra = moment fused with transformation,temporal
mom*unt,moment fused with until,mom*unt = moment fused with until,temporal
mom*urg,moment fused with urgent,mom*urg = moment fused with urgent,temporal
mom*yet,moment fused with yet,mom*yet = moment fused with yet,temporal
mom^-0.5,inverse moment (degree -0.5),mom^-0.5 = inverse moment (degree -0.5),temporal
mom^-1.0,inverse moment (degree -1.0),mom^-1.0 = inverse moment (degree -1.0),temporal
mom^0.1,barely moment,mom^0.1 = barely moment,temporal
mom^0.2,slightly moment,mom^0.2 = slightly moment,temporal
mom^0.3,somewhat moment,mom^0.3 = somewhat moment,temporal
mom^0.4,fairly-light moment,mom^0.4 = fairly-light moment,temporal
mom^0.5,moderately moment,mom^0.5 = moderately moment,temporal
mom^0.6,quite moment,mom^0.6 = quite moment,temporal
mom^0.7,fairly moment,mom^0.7 = fairly moment,temporal
mom^0.8,very moment,mom^0.8 = very moment,temporal
mom^0.9,extremely moment,mom^0.9 = extremely moment,temporal
mom^1.0,absolutely moment,mom^1.0 = absolutely moment,temporal
nev:(rar*alw),never from rare-always,nev:(rar*alw) = never from rare-always,temporal
nev*bad,never bad,nev*bad = never bad,temporal
nev*now,never fused with present,nev*now = never fused with present,temporal
nev*oft,never fused with often,nev*oft = never fused with often,temporal
nev*onc,never fused with once,nev*onc = never fused with once,temporal
nev*pas,never fused with past,nev*pas = never fused with past,temporal
nev*pha,never fused with phase,nev*pha = never fused with phase,temporal
nev*rar,never fused with rare,nev*rar = never fused with rare,temporal
nev*seq,never fused with sequence,nev*seq = never fused with sequence,temporal
nev*sta,never fused with stability,nev*sta = never fused with stability,temporal
nev*tra,never fused with transformation,nev*tra = never fused with transformation,temporal
nev*unt,never fused with until,nev*unt = never fused with until,temporal
nev*urg,never fused with urgent,nev*urg = never fused with urgent,temporal
nev*yet,never fused with yet,nev*yet = never fused with yet,temporal
nev^-0.5,inverse never (degree -0.5),nev^-0.5 = inverse never (degree -0.5),temporal
nev^-1.0,inverse never (degree -1.0),nev^-1.0 = inverse never (degree -1.0),temporal
nev^0.1,barely never,nev^0.1 = barely never,temporal
nev^0.2,slightly never,nev^0.2 = slightly never,temporal
nev^0.3,somewhat never,nev^0.3 = somewhat never,temporal
nev^0.4,fairly-light never,nev^0.4 = fairly-light never,temporal
nev^0.5,moderately never,nev^0.5 = moderately never,temporal
nev^0.6,quite never,nev^0.6 = quite never,temporal
nev^0.7,fairly never,nev^0.7 = fairly never,temporal
nev^0.8,very never,nev^0.8 = very never,temporal
nev^0.9,extremely never,nev^0.9 = extremely never,temporal
nev^1.0,absolutely never,nev^1.0 = absolutely never,temporal
now\pas\fut,eternal now only,now\pas\fut = eternal now only,temporal
now*hot,passionate present,now*hot = passionate present,temporal
now*now,present of present,now*now = present of present,temporal
now*oft,present fused with often,now*oft = present fused with often,temporal
now*onc,present fused with once,now*onc = present fused with once,temporal
now*pas,present fused with past,now*pas = present fused with past,temporal
now*pha,present fused with phase,now*pha = present fused with phase,temporal
now*rar,present fused with rare,now*rar = present fused with rare,temporal
now*seq,present fused with sequence,now*seq = present fused with sequence,temporal
now*sta,present fused with stability,now*sta = present fused with stability,temporal
now*tra,present fused with transformation,now*tra = present fused with transformation,temporal
now*unt,present fused with until,now*unt = present fused with until,temporal
now*urg,present fused with urgent,now*urg = present fused with urgent,temporal
now*yet,present fused with yet,now*yet = present fused with yet,temporal
now^-0.5,inverse present (degree -0.5),now^-0.5 = inverse present (degree -0.5),temporal
now^-1.0,inverse present (degree -1.0),now^-1.0 = inverse present (degree -1.0),temporal
now^0.1,barely present,now^0.1 = barely present,temporal
now^0.2,slightly present,now^0.2 = slightly present,temporal
now^0.3,somewhat present,now^0.3 = somewhat present,temporal
now^0.4,fairly-light present,now^0.4 = fairly-light present,temporal
now^0.5,moderately present,now^0.5 = moderately present,temporal
now^0.6,quite present,now^0.6 = quite present,temporal
now^0.7,fairly present,now^0.7 = fairly present,temporal
now^0.8,very present,now^0.8 = very present,temporal
now^0.9,extremely present,now^0.9 = extremely present,temporal
now^1.0,absolutely present,now^1.0 = absolutely present,temporal
oft*goo,often good,oft*goo = often good,temporal
oft*onc,often fused with once,oft*onc = often fused with once,temporal
oft*pas,often fused with past,oft*pas = often fused with past,temporal
oft*pha,often fused with phase,oft*pha = often fused with phase,temporal
oft*rar,often fused with rare,oft*rar = often fused with rare,temporal
oft*seq,often fused with sequence,oft*seq = often fused with sequence,temporal
oft*sta,often fused with stability,oft*sta = often fused with stability,temporal
oft*tra,often fused with transformation,oft*tra = often fused with transformation,temporal
oft*unt,often fused with until,oft*unt = often fused with until,temporal
oft*urg,often fused with urgent,oft*urg = often fused with urgent,temporal
oft*yet,often fused with yet,oft*yet = often fused with yet,temporal
oft^0.1,barely often,oft^0.1 = barely often,temporal
oft^0.2,slightly often,oft^0.2 = slightly often,temporal
oft^0.3,somewhat often,oft^0.3 = somewhat often,temporal
oft^0.4,fairly-light often,oft^0.4 = fairly-light often,temporal
oft^0.5,moderately often,oft^0.5 = moderately often,temporal
oft^0.6,quite often,oft^0.6 = quite often,temporal
oft^0.7,fairly often,oft^0.7 = fairly often,temporal
oft^0.8,very often,oft^0.8 = very often,temporal
oft^0.8*rar^0.2,frequent with slight rarity,oft^0.8*rar^0.2 = frequent with slight rarity,temporal
oft^0.9,extremely often,oft^0.9 = extremely often,temporal
oft^1.0,absolutely often,oft^1.0 = absolutely often,temporal
onc*pas,once fused with past,onc*pas = once fused with past,temporal
onc*pha,once fused with phase,onc*pha = once fused with phase,temporal
onc*rar,once fused with rare,onc*rar = once fused with rare,temporal
onc*seq,once fused with sequence,onc*seq = once fused with sequence,temporal
onc*sta,once fused with stability,onc*sta = once fused with stability,temporal
onc*tra,once fused with transformation,onc*tra = once fused with transformation,temporal
onc*unt,once fused with until,onc*unt = once fused with until,temporal
onc*urg,once fused with urgent,onc*urg = once fused with urgent,temporal
onc*yet,once fused with yet,onc*yet = once fused with yet,temporal
onc^0.1,barely once,onc^0.1 = barely once,temporal
onc^0.2,slightly once,onc^0.2 = slightly once,temporal
onc^0.3,somewhat once,onc^0.3 = somewhat once,temporal
onc^0.4,fairly-light once,onc^0.4 = fairly-light once,temporal
onc^0.5,moderately once,onc^0.5 = moderately once,temporal
onc^0.6,quite once,onc^0.6 = quite once,temporal
onc^0.7,fairly once,onc^0.7 = fairly once,temporal
onc^0.8,very once,onc^0.8 = very once,temporal
onc^0.9,extremely once,onc^0.9 = extremely once,temporal
onc^1.0,absolutely once,onc^1.0 = absolutely once,temporal
pas\fut\now,pure past only,pas\fut\now = pure past only,temporal
pas ± now ± fut,complete temporal spectrum (both/either),pas ± now ± fut = complete temporal spectrum (both/either),temporal
pas*(now@fut),past fused with connected future,pas*(now@fut) = past fused with connected future,temporal
