expression,meaning,example,domain
imp^0.46\phenomenology^0.92:tpe,Compositional expression using A^X\B^Y:C,imp^0.46\phenomenology^0.92:tpe,intensity
cst^0.84\prt^0.45:ahi,Compositional expression using A^X\B^Y:C,cst^0.84\prt^0.45:ahi,intensity
boo^0.39\fnd^0.45:rot,Compositional expression using A^X\B^Y:C,boo^0.39\fnd^0.45:rot,intensity
tex^0.75\tkn^0.58:ang,Compositional expression using A^X\B^Y:C,tex^0.75\tkn^0.58:ang,intensity
duk^0.24\bol^0.68:obj,Compositional expression using A^X\B^Y:C,duk^0.24\bol^0.68:obj,intensity
nor^0.37\sig^0.22:box,Compositional expression using A^X\B^Y:C,nor^0.37\sig^0.22:box,intensity
pot^0.56\chu^0.23:bus,Compositional expression using A^X\B^Y:C,pot^0.56\chu^0.23:bus,intensity
eat^0.17\tpr^0.58:pal,Compositional expression using A^X\B^Y:C,eat^0.17\tpr^0.58:pal,intensity
cap^0.62\thi^0.23:gvn,Compositional expression using A^X\B^Y:C,cap^0.62\thi^0.23:gvn,intensity
kne^0.94\due^0.31:hal,Compositional expression using A^X\B^Y:C,kne^0.94\due^0.31:hal,intensity
(sil*mir)@(int\opn)^0.89,Compositional expression using (A*B)@(C\D)^X,(sil*mir)@(int\opn)^0.89,projection
(beff*wil)@(are\apt)^0.68,Compositional expression using (A*B)@(C\D)^X,(beff*wil)@(are\apt)^0.68,projection
(hor*ear)@(phr\bur)^0.42,Compositional expression using (A*B)@(C\D)^X,(hor*ear)@(phr\bur)^0.42,projection
(own*imp)@(req\nan)^0.55,Compositional expression using (A*B)@(C\D)^X,(own*imp)@(req\nan)^0.55,projection
(xfr*sun)@(eng\pkg)^0.16,Compositional expression using (A*B)@(C\D)^X,(xfr*sun)@(eng\pkg)^0.16,projection
(ato*aret)@(maybe\old)^0.82,Compositional expression using (A*B)@(C\D)^X,(ato*aret)@(maybe\old)^0.82,projection
(via*ana)@(morphology\beff)^0.56,Compositional expression using (A*B)@(C\D)^X,(via*ana)@(morphology\beff)^0.56,projection
(may*dia)@(telo\aret)^0.30,Compositional expression using (A*B)@(C\D)^X,(may*dia)@(telo\aret)^0.30,projection
(sme*sit)@(roc\san)^0.49,Compositional expression using (A*B)@(C\D)^X,(sme*sit)@(roc\san)^0.49,projection
(jnz*alg)@(act\inf)^0.58,Compositional expression using (A*B)@(C\D)^X,(jnz*alg)@(act\inf)^0.58,projection
(jmp*ore)@(vec\idi)^0.82,Compositional expression using (A*B)@(C\D)^X,(jmp*ore)@(vec\idi)^0.82,projection
(intersection*unt)@(ign\alt)^0.54,Compositional expression using (A*B)@(C\D)^X,(intersection*unt)@(ign\alt)^0.54,projection
(cry*cri)@(beff\app)^0.86,Compositional expression using (A*B)@(C\D)^X,(cry*cri)@(beff\app)^0.86,projection
(dpt*van)@(pat\leg)^0.92,Compositional expression using (A*B)@(C\D)^X,(dpt*van)@(pat\leg)^0.92,projection
(chi*hon)@(slf\slo)^0.69,Compositional expression using (A*B)@(C\D)^X,(chi*hon)@(slf\slo)^0.69,projection
(len*lex)@(lon\sli)^0.84,Compositional expression using (A*B)@(C\D)^X,(len*lex)@(lon\sli)^0.84,projection
(whi*lan)@(fis\ene)^0.90,Compositional expression using (A*B)@(C\D)^X,(whi*lan)@(fis\ene)^0.90,projection
(myt*maybe)@(hei\stb)^0.21,Compositional expression using (A*B)@(C\D)^X,(myt*maybe)@(hei\stb)^0.21,projection
(joy*tch)@(nos\crt)^0.30,Compositional expression using (A*B)@(C\D)^X,(joy*tch)@(nos\crt)^0.30,projection
(grt*rationalism)@(eac\idealism)^0.89,Compositional expression using (A*B)@(C\D)^X,(grt*rationalism)@(eac\idealism)^0.89,projection
(traj*alv)@(spn\scu)^0.72,Compositional expression using (A*B)@(C\D)^X,(traj*alv)@(spn\scu)^0.72,projection
(spi*pho)@(monad\itr)^0.29,Compositional expression using (A*B)@(C\D)^X,(spi*pho)@(monad\itr)^0.29,projection
(foldable*len)@(gvn\and)^0.91,Compositional expression using (A*B)@(C\D)^X,(foldable*len)@(gvn\and)^0.91,projection
(san*wet)@(hea\lin)^0.37,Compositional expression using (A*B)@(C\D)^X,(san*wet)@(hea\lin)^0.37,projection
(dqe*sad)@(sou\ctc)^0.88,Compositional expression using (A*B)@(C\D)^X,(dqe*sad)@(sou\ctc)^0.88,projection
(syn*out)@(int\infr)^0.37,Compositional expression using (A*B)@(C\D)^X,(syn*out)@(int\infr)^0.37,projection
(gus*ate)@(scr\qui)^0.55,Compositional expression using (A*B)@(C\D)^X,(gus*ate)@(scr\qui)^0.55,projection
(dis*que)@(tan\rim)^0.26,Compositional expression using (A*B)@(C\D)^X,(dis*que)@(tan\rim)^0.26,projection
(smo*who)@(dialectic\pub)^0.86,Compositional expression using (A*B)@(C\D)^X,(smo*who)@(dialectic\pub)^0.86,projection
(coh*aer)@(drk\jnz)^0.22,Compositional expression using (A*B)@(C\D)^X,(coh*aer)@(drk\jnz)^0.22,projection
(mea*veg)@(hel\phenomenology)^0.77,Compositional expression using (A*B)@(C\D)^X,(mea*veg)@(hel\phenomenology)^0.77,projection
(hot*lad)@(cof\adj)^0.74,Compositional expression using (A*B)@(C\D)^X,(hot*lad)@(cof\adj)^0.74,projection
(ren*pig)@(cav\ans)^0.15,Compositional expression using (A*B)@(C\D)^X,(ren*pig)@(cav\ans)^0.15,projection
(mod*alo)@(pai\duk)^0.20,Compositional expression using (A*B)@(C\D)^X,(mod*alo)@(pai\duk)^0.20,projection
(eta*rub)@(inp\rmt)^0.61,Compositional expression using (A*B)@(C\D)^X,(eta*rub)@(inp\rmt)^0.61,projection
(morpheme*oxy)@(rim\who)^0.80,Compositional expression using (A*B)@(C\D)^X,(morpheme*oxy)@(rim\who)^0.80,projection
(rev*non)@(ver\nos)^0.53,Compositional expression using (A*B)@(C\D)^X,(rev*non)@(ver\nos)^0.53,projection
(vld*eid)@(geo\fab)^0.27,Compositional expression using (A*B)@(C\D)^X,(vld*eid)@(geo\fab)^0.27,projection
(joi*cau)@(spr\nod)^0.72,Compositional expression using (A*B)@(C\D)^X,(joi*cau)@(spr\nod)^0.72,projection
(fam*liq)@(thw\hue)^0.12,Compositional expression using (A*B)@(C\D)^X,(fam*liq)@(thw\hue)^0.12,projection
(phs*slh)@(hai\cont)^0.46,Compositional expression using (A*B)@(C\D)^X,(phs*slh)@(hai\cont)^0.46,projection
(tig*son)@(cou\tra)^0.80,Compositional expression using (A*B)@(C\D)^X,(tig*son)@(cou\tra)^0.80,projection
(oft*apt)@(ptat\generator)^0.44,Compositional expression using (A*B)@(C\D)^X,(oft*apt)@(ptat\generator)^0.44,projection
(pln*mou)@(fin\pkg)^0.48,Compositional expression using (A*B)@(C\D)^X,(pln*mou)@(fin\pkg)^0.48,projection
(poi*frb)@(adj\doo)^0.72,Compositional expression using (A*B)@(C\D)^X,(poi*frb)@(adj\doo)^0.72,projection
(chst*era)@(que\grd)^0.46,Compositional expression using (A*B)@(C\D)^X,(chst*era)@(que\grd)^0.46,projection
(hrt*pro)@(mix\protocol)^0.21,Compositional expression using (A*B)@(C\D)^X,(hrt*pro)@(mix\protocol)^0.21,projection
(morpheme*skp)@(clr\fat)^0.43,Compositional expression using (A*B)@(C\D)^X,(morpheme*skp)@(clr\fat)^0.43,projection
(clu*tid)@(fth\ergo)^0.61,Compositional expression using (A*B)@(C\D)^X,(clu*tid)@(fth\ergo)^0.61,projection
(cls*bld)@(rna\bar)^0.50,Compositional expression using (A*B)@(C\D)^X,(cls*bld)@(rna\bar)^0.50,projection
(eva*oxy)@(thi\mir)^0.83,Compositional expression using (A*B)@(C\D)^X,(eva*oxy)@(thi\mir)^0.83,projection
(fes*rol)@(slf\dfc)^0.75,Compositional expression using (A*B)@(C\D)^X,(fes*rol)@(slf\dfc)^0.75,projection
(def*lst)@(abo\hed)^0.60,Compositional expression using (A*B)@(C\D)^X,(def*lst)@(abo\hed)^0.60,projection
(leg*elb)@(ore\sch)^0.48,Compositional expression using (A*B)@(C\D)^X,(leg*elb)@(ore\sch)^0.48,projection
(strt*stw)@(sou\joi)^0.55,Compositional expression using (A*B)@(C\D)^X,(strt*stw)@(sou\joi)^0.55,projection
(han*ist)@(opn\hot)^0.41,Compositional expression using (A*B)@(C\D)^X,(han*ist)@(opn\hot)^0.41,projection
(fai*kni)@(kin\mid)^0.29,Compositional expression using (A*B)@(C\D)^X,(fai*kni)@(kin\mid)^0.29,projection
(nec*nan)@(bur\arg)^0.94,Compositional expression using (A*B)@(C\D)^X,(nec*nan)@(bur\arg)^0.94,projection
(unl*tas)@(rop\por)^0.83,Compositional expression using (A*B)@(C\D)^X,(unl*tas)@(rop\por)^0.83,projection
(std*sto)@(fth\eye)^0.17,Compositional expression using (A*B)@(C\D)^X,(std*sto)@(fth\eye)^0.17,projection
(nov*sma)@(ref\rem)^0.20,Compositional expression using (A*B)@(C\D)^X,(nov*sma)@(ref\rem)^0.20,projection
(pro*nir)@(any\hbl)^0.71,Compositional expression using (A*B)@(C\D)^X,(pro*nir)@(any\hbl)^0.71,projection
(ste*bri)@(skp\cou)^0.51,Compositional expression using (A*B)@(C\D)^X,(ste*bri)@(skp\cou)^0.51,projection
(ext*jum)@(gar\prv)^0.81,Compositional expression using (A*B)@(C\D)^X,(ext*jum)@(gar\prv)^0.81,projection
(frut*tow)@(ahi\cas)^0.95,Compositional expression using (A*B)@(C\D)^X,(frut*tow)@(ahi\cas)^0.95,projection
(man*prd)@(nar\kne)^0.78,Compositional expression using (A*B)@(C\D)^X,(man*prd)@(nar\kne)^0.78,projection
(dan*saw)@(qeu\morphology)^0.30,Compositional expression using (A*B)@(C\D)^X,(dan*saw)@(qeu\morphology)^0.30,projection
(val*sgl)@(alt\sme)^0.17,Compositional expression using (A*B)@(C\D)^X,(val*sgl)@(alt\sme)^0.17,projection
(isl*thi)@(giv\req)^0.80,Compositional expression using (A*B)@(C\D)^X,(isl*thi)@(giv\req)^0.80,projection
(ski*inp)@(avo\dns)^0.68,Compositional expression using (A*B)@(C\D)^X,(ski*inp)@(avo\dns)^0.68,projection
(goa*gen)@(ale\dry)^0.25,Compositional expression using (A*B)@(C\D)^X,(goa*gen)@(ale\dry)^0.25,projection
(amo*rdy)@(idealism\phenomenology)^0.45,Compositional expression using (A*B)@(C\D)^X,(amo*rdy)@(idealism\phenomenology)^0.45,projection
(act*closure)@(sme\evo)^0.90,Compositional expression using (A*B)@(C\D)^X,(act*closure)@(sme\evo)^0.90,projection
(ten*union)@(gre\ism)^0.58,Compositional expression using (A*B)@(C\D)^X,(ten*union)@(gre\ism)^0.58,projection
(sna*empiricism)@(ity\tch)^0.65,Compositional expression using (A*B)@(C\D)^X,(sna*empiricism)@(ity\tch)^0.65,projection
(nos*wod)@(joi\acr)^0.26,Compositional expression using (A*B)@(C\D)^X,(nos*wod)@(joi\acr)^0.26,projection
(ate*nev)@(nul\fld)^0.84,Compositional expression using (A*B)@(C\D)^X,(ate*nev)@(nul\fld)^0.84,projection
(joi*van)@(off\ugl)^0.75,Compositional expression using (A*B)@(C\D)^X,(joi*van)@(off\ugl)^0.75,projection
(ptat*grt)@(tau\rna)^0.75,Compositional expression using (A*B)@(C\D)^X,(ptat*grt)@(tau\rna)^0.75,projection
(nam*bas)@(joi\rem)^0.43,Compositional expression using (A*B)@(C\D)^X,(nam*bas)@(joi\rem)^0.43,projection
(mel*swa)@(min\joi)^0.14,Compositional expression using (A*B)@(C\D)^X,(mel*swa)@(min\joi)^0.14,projection
(wea*ack)@(bed\end)^0.26,Compositional expression using (A*B)@(C\D)^X,(wea*ack)@(bed\end)^0.26,projection
(tri*lir)@(sci\dna)^0.17,Compositional expression using (A*B)@(C\D)^X,(tri*lir)@(sci\dna)^0.17,projection
(dur*riv)@(kol\dst)^0.64,Compositional expression using (A*B)@(C\D)^X,(dur*riv)@(kol\dst)^0.64,projection
(fry*tes)@(sid\rot)^0.46,Compositional expression using (A*B)@(C\D)^X,(fry*tes)@(sid\rot)^0.46,projection
(rel*tem)@(qui\sto)^0.92,Compositional expression using (A*B)@(C\D)^X,(rel*tem)@(qui\sto)^0.92,projection
(whe*mak)@(sgl\fwd)^0.81,Compositional expression using (A*B)@(C\D)^X,(whe*mak)@(sgl\fwd)^0.81,projection
(jac*lft)@(std\dri)^0.36,Compositional expression using (A*B)@(C\D)^X,(jac*lft)@(std\dri)^0.36,projection
(cow*upd)@(crs\gle)^0.26,Compositional expression using (A*B)@(C\D)^X,(cow*upd)@(crs\gle)^0.26,projection
(det*you)@(all\pkg)^0.67,Compositional expression using (A*B)@(C\D)^X,(det*you)@(all\pkg)^0.67,projection
(awa*pap)@(car\sen)^0.69,Compositional expression using (A*B)@(C\D)^X,(awa*pap)@(car\sen)^0.69,projection
(resp*tru)@(bnd\som)^0.68,Compositional expression using (A*B)@(C\D)^X,(resp*tru)@(bnd\som)^0.68,projection
(tru*jet)@(cont\tch)^0.24,Compositional expression using (A*B)@(C\D)^X,(tru*jet)@(cont\tch)^0.24,projection
(wha*fak)@(tex\tow)^0.65,Compositional expression using (A*B)@(C\D)^X,(wha*fak)@(tex\tow)^0.65,projection
(wrk*nee)@(frb\blk)^0.52,Compositional expression using (A*B)@(C\D)^X,(wrk*nee)@(frb\blk)^0.52,projection
(gro*or)@(hol\sup)^0.74,Compositional expression using (A*B)@(C\D)^X,(gro*or)@(hol\sup)^0.74,projection
(asm*pai)@(hid\enc)^0.83,Compositional expression using (A*B)@(C\D)^X,(asm*pai)@(hid\enc)^0.83,projection
(cmp*shp)@(hlu\mag)^0.64,Compositional expression using (A*B)@(C\D)^X,(cmp*shp)@(hlu\mag)^0.64,projection
(void*ray)@(snc\for)^0.11,Compositional expression using (A*B)@(C\D)^X,(void*ray)@(snc\for)^0.11,projection
(dra*beff)@(les\pty)^0.50,Compositional expression using (A*B)@(C\D)^X,(dra*beff)@(les\pty)^0.50,projection
applicative:(foo\net ± enc),Compositional expression using A:(B\C±D),applicative:(foo\net ± enc),conditional
ina:(ahi\sam ± jun),Compositional expression using A:(B\C±D),ina:(ahi\sam ± jun),conditional
sin:(div\traversable ± rat),Compositional expression using A:(B\C±D),sin:(div\traversable ± rat),conditional
emp:(functor\don ± ufy),Compositional expression using A:(B\C±D),emp:(functor\don ± ufy),conditional
fut:(era\oxy ± sca),Compositional expression using A:(B\C±D),fut:(era\oxy ± sca),conditional
cla:(aci\cat ± lmt),Compositional expression using A:(B\C±D),cla:(aci\cat ± lmt),conditional
awt:(var\jet ± dvg),Compositional expression using A:(B\C±D),awt:(var\jet ± dvg),conditional
cir:(delegate\category ± des),Compositional expression using A:(B\C±D),cir:(delegate\category ± des),conditional
liq:(aer\ste ± fry),Compositional expression using A:(B\C±D),liq:(aer\ste ± fry),conditional
aer:(crs\poo ± seq),Compositional expression using A:(B\C±D),aer:(crs\poo ± seq),conditional
red:(via\til ± chkn),Compositional expression using A:(B\C±D),red:(via\til ± chkn),conditional
ear:(bnd\awa ± mkt),Compositional expression using A:(B\C±D),ear:(bnd\awa ± mkt),conditional
dup:(est\ubu ± covariant),Compositional expression using A:(B\C±D),dup:(est\ubu ± covariant),conditional
vlu:(dpt\tri ± kni),Compositional expression using A:(B\C±D),vlu:(dpt\tri ± kni),conditional
rdc:(vld\lan ± ore),Compositional expression using A:(B\C±D),rdc:(vld\lan ± ore),conditional
saw:(delegate\lattice ± cub),Compositional expression using A:(B\C±D),saw:(delegate\lattice ± cub),conditional
ref:(aes\embd ± bir),Compositional expression using A:(B\C±D),ref:(aes\embd ± bir),conditional
trk:(lay\iro ± dup),Compositional expression using A:(B\C±D),trk:(lay\iro ± dup),conditional
rel:(wis\hbl ± hil),Compositional expression using A:(B\C±D),rel:(wis\hbl ± hil),conditional
eat:(pun\psh ± fee),Compositional expression using A:(B\C±D),eat:(pun\psh ± fee),conditional
nir:(tak\sec ± ort),Compositional expression using A:(B\C±D),nir:(tak\sec ± ort),conditional
bol:(kno\ana ± ari),Compositional expression using A:(B\C±D),bol:(kno\ana ± ari),conditional
roo:(cat\eld ± embd),Compositional expression using A:(B\C±D),roo:(cat\eld ± embd),conditional
arc:(sev\gue ± lis),Compositional expression using A:(B\C±D),arc:(sev\gue ± lis),conditional
chi:(tpr\maybe ± inp),Compositional expression using A:(B\C±D),chi:(tpr\maybe ± inp),conditional
fun:(lan\applicative ± sum),Compositional expression using A:(B\C±D),fun:(lan\applicative ± sum),conditional
doo:(cri\egg ± stw),Compositional expression using A:(B\C±D),doo:(cri\egg ± stw),conditional
har:(rit\category ± delegate),Compositional expression using A:(B\C±D),har:(rit\category ± delegate),conditional
spa:(ear\alp ± dre),Compositional expression using A:(B\C±D),spa:(ear\alp ± dre),conditional
lst:(imp\ang ± tmo),Compositional expression using A:(B\C±D),lst:(imp\ang ± tmo),conditional
idl:(con\chst ± phr),Compositional expression using A:(B\C±D),idl:(con\chst ± phr),conditional
lov:(san\phonology ± out),Compositional expression using A:(B\C±D),lov:(san\phonology ± out),conditional
clr:(net\fut ± netw),Compositional expression using A:(B\C±D),clr:(net\fut ± netw),conditional
lambda:(rub\tch ± brg),Compositional expression using A:(B\C±D),lambda:(rub\tch ± brg),conditional
rar:(lam\cont ± boo),Compositional expression using A:(B\C±D),rar:(lam\cont ± boo),conditional
maj:(sci\fth ± mos),Compositional expression using A:(B\C±D),maj:(sci\fth ± mos),conditional
spr:(awa\air ± key),Compositional expression using A:(B\C±D),spr:(awa\air ± key),conditional
hed:(elb\cor ± tnv),Compositional expression using A:(B\C±D),hed:(elb\cor ± tnv),conditional
lio:(fit\fat ± boa),Compositional expression using A:(B\C±D),lio:(fit\fat ± boa),conditional
clm:(src\lov ± dur),Compositional expression using A:(B\C±D),clm:(src\lov ± dur),conditional
lea:(add\age ± las),Compositional expression using A:(B\C±D),lea:(add\age ± las),conditional
kei:(opt\vsn ± sch),Compositional expression using A:(B\C±D),kei:(opt\vsn ± sch),conditional
mea:(daw\jnz ± rus),Compositional expression using A:(B\C±D),mea:(daw\jnz ± rus),conditional
mut:(act\psh ± idl),Compositional expression using A:(B\C±D),mut:(act\psh ± idl),conditional
sat:(bou\sev ± axs),Compositional expression using A:(B\C±D),sat:(bou\sev ± axs),conditional
pru:(syn\whr ± def),Compositional expression using A:(B\C±D),pru:(syn\whr ± def),conditional
squ:(edg\xia ± del),Compositional expression using A:(B\C±D),squ:(edg\xia ± del),conditional
obj:(ans\fak ± vag),Compositional expression using A:(B\C±D),obj:(ans\fak ± vag),conditional
cer:(bio\cus ± eid),Compositional expression using A:(B\C±D),cer:(bio\cus ± eid),conditional
tig:(fix\quo ± apl),Compositional expression using A:(B\C±D),tig:(fix\quo ± apl),conditional
gen:(asm\egg ± epi),Compositional expression using A:(B\C±D),gen:(asm\egg ± epi),conditional
axs:(scr\wri ± tur),Compositional expression using A:(B\C±D),axs:(scr\wri ± tur),conditional
alp:(foo\mil ± api),Compositional expression using A:(B\C±D),alp:(foo\mil ± api),conditional
trv:(clo\mutex ± den),Compositional expression using A:(B\C±D),trv:(clo\mutex ± den),conditional
aret:(pan\swe ± uni),Compositional expression using A:(B\C±D),aret:(pan\swe ± uni),conditional
fea:(stb\aer ± mod),Compositional expression using A:(B\C±D),fea:(stb\aer ± mod),conditional
nul:(trn\gol ± aes),Compositional expression using A:(B\C±D),nul:(trn\gol ± aes),conditional
cof:(are\slp ± fiber),Compositional expression using A:(B\C±D),cof:(are\slp ± fiber),conditional
wai:(sum\skp ± opa),Compositional expression using A:(B\C±D),wai:(sum\skp ± opa),conditional
ste:(drv\int ± dar),Compositional expression using A:(B\C±D),ste:(drv\int ± dar),conditional
abs:(off\clr ± hns),Compositional expression using A:(B\C±D),abs:(off\clr ± hns),conditional
psh:(hat\duk ± sar),Compositional expression using A:(B\C±D),psh:(hat\duk ± sar),conditional
bur:(lis\ins ± lef),Compositional expression using A:(B\C±D),bur:(lis\ins ± lef),conditional
sid:(frut\delegate ± see),Compositional expression using A:(B\C±D),sid:(frut\delegate ± see),conditional
lig:(outp\les ± cmt),Compositional expression using A:(B\C±D),lig:(outp\les ± cmt),conditional
pra:(dro\evi ± axs),Compositional expression using A:(B\C±D),pra:(dro\evi ± axs),conditional
esc:(materialism\category ± lov),Compositional expression using A:(B\C±D),esc:(materialism\category ± lov),conditional
gnrt:(bnd\derivation ± rig),Compositional expression using A:(B\C±D),gnrt:(bnd\derivation ± rig),conditional
spe:(kil\vod ± thi),Compositional expression using A:(B\C±D),spe:(kil\vod ± thi),conditional
phr:(cvg\thn ± htl),Compositional expression using A:(B\C±D),phr:(cvg\thn ± htl),conditional
llm:(fog\mul ± nul),Compositional expression using A:(B\C±D),llm:(fog\mul ± nul),conditional
cut:(bli\obj ± stp),Compositional expression using A:(B\C±D),cut:(bli\obj ± stp),conditional
she:(awa\luc ± obe),Compositional expression using A:(B\C±D),she:(awa\luc ± obe),conditional
cup:(say\sol ± sys),Compositional expression using A:(B\C±D),cup:(say\sol ± sys),conditional
wrk:(fab\det ± rit),Compositional expression using A:(B\C±D),wrk:(fab\det ± rit),conditional
trv:(syn\psta ± telo),Compositional expression using A:(B\C±D),trv:(syn\psta ± telo),conditional
infr:(pro\functor ± til),Compositional expression using A:(B\C±D),infr:(pro\functor ± til),conditional
awt:(hur\clb ± fwd),Compositional expression using A:(B\C±D),awt:(hur\clb ± fwd),conditional
egg:(morphology\pap ± rot),Compositional expression using A:(B\C±D),egg:(morphology\pap ± rot),conditional
ina:(pow\chst ± joy),Compositional expression using A:(B\C±D),ina:(pow\chst ± joy),conditional
oni:(acr\arg ± netw),Compositional expression using A:(B\C±D),oni:(acr\arg ± netw),conditional
bld:(cas\bat ± attn),Compositional expression using A:(B\C±D),bld:(cas\bat ± attn),conditional
mutex:(bli\trd ± xpt),Compositional expression using A:(B\C±D),mutex:(bli\trd ± xpt),conditional
slf:(dna\ign ± swe),Compositional expression using A:(B\C±D),slf:(dna\ign ± swe),conditional
pru:(nit\tor ± req),Compositional expression using A:(B\C±D),pru:(nit\tor ± req),conditional
who:(req\fac ± variance),Compositional expression using A:(B\C±D),who:(req\fac ± variance),conditional
end:(fox\pln ± tch),Compositional expression using A:(B\C±D),end:(fox\pln ± tch),conditional
xpt:(int\kla ± dee),Compositional expression using A:(B\C±D),xpt:(int\kla ± dee),conditional
cul:(mtr\tun ± ber),Compositional expression using A:(B\C±D),cul:(mtr\tun ± ber),conditional
generator:(ctx\bir ± ima),Compositional expression using A:(B\C±D),generator:(ctx\bir ± ima),conditional
str:(rev\sta ± awa),Compositional expression using A:(B\C±D),str:(rev\sta ± awa),conditional
unk:(agr\ctc ± cur),Compositional expression using A:(B\C±D),unk:(agr\ctc ± cur),conditional
rmt:(intersection\ion ± bri),Compositional expression using A:(B\C±D),rmt:(intersection\ion ± bri),conditional
orb:(arg\bow ± srv),Compositional expression using A:(B\C±D),orb:(arg\bow ± srv),conditional
rfn:(sqr\dup ± monoid),Compositional expression using A:(B\C±D),rfn:(sqr\dup ± monoid),conditional
stk:(sho\sic ± syn),Compositional expression using A:(B\C±D),stk:(sho\sic ± syn),conditional
nev:(ear\now ± aer),Compositional expression using A:(B\C±D),nev:(ear\now ± aer),conditional
dry:(dpt\mea ± kni),Compositional expression using A:(B\C±D),dry:(dpt\mea ± kni),conditional
iro:(bor\dur ± vic),Compositional expression using A:(B\C±D),iro:(bor\dur ± vic),conditional
fre:(han\cod ± fth),Compositional expression using A:(B\C±D),fre:(han\cod ± fth),conditional
(riv^0.71)*(agg^0.12)\bio,Compositional expression using (A^X)*(B^Y)\C,(riv^0.71)*(agg^0.12)\bio,blended
(agt^0.90)*(fin^0.90)\thunk,Compositional expression using (A^X)*(B^Y)\C,(agt^0.90)*(fin^0.90)\thunk,blended
(eva^0.14)*(sli^0.22)\rol,Compositional expression using (A^X)*(B^Y)\C,(eva^0.14)*(sli^0.22)\rol,blended
(che^0.81)*(ubu^0.88)\iro,Compositional expression using (A^X)*(B^Y)\C,(che^0.81)*(ubu^0.88)\iro,blended
(glu^0.80)*(hue^0.57)\mer,Compositional expression using (A^X)*(B^Y)\C,(glu^0.80)*(hue^0.57)\mer,blended
(alg^0.29)*(act^0.55)\bon,Compositional expression using (A^X)*(B^Y)\C,(alg^0.29)*(act^0.55)\bon,blended
(foo^0.68)*(pat^0.21)\saf,Compositional expression using (A^X)*(B^Y)\C,(foo^0.68)*(pat^0.21)\saf,blended
(mrg^0.57)*(top^0.20)\gal,Compositional expression using (A^X)*(B^Y)\C,(mrg^0.57)*(top^0.20)\gal,blended
(sci^0.21)*(tao^0.31)\rat,Compositional expression using (A^X)*(B^Y)\C,(sci^0.21)*(tao^0.31)\rat,blended
(cow^0.78)*(maj^0.30)\prc,Compositional expression using (A^X)*(B^Y)\C,(cow^0.78)*(maj^0.30)\prc,blended
(mig^0.59)*(hel^0.83)\rls,Compositional expression using (A^X)*(B^Y)\C,(mig^0.59)*(hel^0.83)\rls,blended
(ash^0.17)*(adj^0.54)\zer,Compositional expression using (A^X)*(B^Y)\C,(ash^0.17)*(adj^0.54)\zer,blended
(dub^0.22)*(spk^0.95)\either,Compositional expression using (A^X)*(B^Y)\C,(dub^0.22)*(spk^0.95)\either,blended
(strt^0.64)*(flu^0.83)\record,Compositional expression using (A^X)*(B^Y)\C,(strt^0.64)*(flu^0.83)\record,blended
(kil^0.56)*(lnk^0.51)\edg,Compositional expression using (A^X)*(B^Y)\C,(kil^0.56)*(lnk^0.51)\edg,blended
(lmt^0.37)*(gla^0.52)\bak,Compositional expression using (A^X)*(B^Y)\C,(lmt^0.37)*(gla^0.52)\bak,blended
(qeu^0.94)*(myt^0.12)\div,Compositional expression using (A^X)*(B^Y)\C,(qeu^0.94)*(myt^0.12)\div,blended
(aga^0.12)*(cls^0.74)\coroutine,Compositional expression using (A^X)*(B^Y)\C,(aga^0.12)*(cls^0.74)\coroutine,blended
(frut^0.28)*(wha^0.68)\sme,Compositional expression using (A^X)*(B^Y)\C,(frut^0.28)*(wha^0.68)\sme,blended
(cls^0.15)*(dra^0.73)\boi,Compositional expression using (A^X)*(B^Y)\C,(cls^0.15)*(dra^0.73)\boi,blended
(anx^0.85)*(nul^0.37)\hue,Compositional expression using (A^X)*(B^Y)\C,(anx^0.85)*(nul^0.37)\hue,blended
(ign^0.34)*(ontology^0.47)\wea,Compositional expression using (A^X)*(B^Y)\C,(ign^0.34)*(ontology^0.47)\wea,blended
(hed^0.18)*(trampoline^0.88)\jnz,Compositional expression using (A^X)*(B^Y)\C,(hed^0.18)*(trampoline^0.88)\jnz,blended
(spcy^0.25)*(duc^0.93)\oth,Compositional expression using (A^X)*(B^Y)\C,(spcy^0.25)*(duc^0.93)\oth,blended
(cer^0.81)*(jar^0.27)\traversable,Compositional expression using (A^X)*(B^Y)\C,(cer^0.81)*(jar^0.27)\traversable,blended
(lik^0.40)*(kar^0.51)\poe,Compositional expression using (A^X)*(B^Y)\C,(lik^0.40)*(kar^0.51)\poe,blended
(bef^0.53)*(fra^0.13)\see,Compositional expression using (A^X)*(B^Y)\C,(bef^0.53)*(fra^0.13)\see,blended
(dlg^0.95)*(mtr^0.26)\lattice,Compositional expression using (A^X)*(B^Y)\C,(dlg^0.95)*(mtr^0.26)\lattice,blended
(fat^0.13)*(pun^0.73)\rho,Compositional expression using (A^X)*(B^Y)\C,(fat^0.13)*(pun^0.73)\rho,blended
(poo^0.90)*(fin^0.12)\wak,Compositional expression using (A^X)*(B^Y)\C,(poo^0.90)*(fin^0.12)\wak,blended
(out^0.25)*(nir^0.18)\sil,Compositional expression using (A^X)*(B^Y)\C,(out^0.25)*(nir^0.18)\sil,blended
(wis^0.80)*(duk^0.56)\fox,Compositional expression using (A^X)*(B^Y)\C,(wis^0.80)*(duk^0.56)\fox,blended
